1:1	Im|in-the dritten|three Jahr|year des|of-the Reiches|kingdom Jojakims|Jehoiakim des|of-the Königs|royal in|in Juda|Judah kam|came Nebukadnezar|Nebuchadrezzar der|the König|royal zu|to Babel|Babel vor|before Jerusalem|Jerusalem und|and belagerte|besiege es|it
1:2	Und|and der|the Herr|LORD übergab|put ihm|by Jojakim|Jehoiakim den|the König|royal Juda|Judah s|Judah und|and etliche|end Gefäße|vessel aus|from dem|the Hause|household Gottes|of-God die|the ließ|had er|he führen|carry ins|into-the Land|land Sinear|Shinar in|in seines|his Gottes|of-God Haus|household und|and tat|did die|the Gefäße|vessel in|in seines|his Gottes|of-God Schatzkammer|TREASURY
1:3	Und|and der|the König|royal sprach|said zu|to Aspenas|ASHPENAZ seinem|his obersten|many Kämmerer|eunuch er|he sollte|would aus|from den|the Kindern|children Israel|Israelites vom|from-the königlichen|kingdom Stamm|seed und|and Herrenkinder|noble wählen|CHOOSE
1:4	Knaben|child die|the nicht|not gebrechlich|blemish wären|were sondern|but schöne|good vernünftige|understand weise|know kluge|WISE und|and verständige|knowledge die|the da|then geschickt|strength wären|were zu|to dienen|stood an|to des|of-the Königs|royal Hofe|temple und|and zu|to lernen|teach chaldäische|Chaldeans Schrift|book und|and Sprache|tongue
1:5	Solchen|such bestimmte|number der|the König|royal was|what man|one ihnen|them täglich|time geben|give sollte|word von|from seiner|his Speise|meat und|and vom|from-the Wein|wine den|the er|he selbst|itself trank|feast daß|that sie|they also|so drei|three Jahre|year auferzogen|magnify würden|are und|and darnach|end dem|face König|royal dienen|serve sollten|stood
1:6	Unter|under diesen|this war|was Daniel|Daniel Hananja|Hananiah Misael|Mishael und|and Asarja|Azariah von|from den|the Kindern|children Juda|Judah
1:7	Und|and der|the oberste|prince Kämmerer|eunuch gab|put ihnen|them Namen|name und|and nannte|put Daniel|Daniel Beltsazar|Belteshazzar und|and Hananja|Hananiah Sadrach|Shadrach und|and Misael|Mishael Mesach|Meshach und|and Asarja|Azariah Abed-|ABED- Nego|NEGO
1:8	Aber|but Daniel|Daniel setzte|sat sich|himself vor|put in|in seinem|his Herzen|heart daß|that er|he sich|himself mit|with des|of-the Königs|royal Speise|meat und|and mit|with dem|the Wein|wine den|the er|he selbst|itself trank|feast nicht|not verunreinigen|DEFILE wollte|pollute und|and bat|seek den|the obersten|prince Kämmerer|eunuch daß|that er|he sich|himself nicht|not müßte|MUST verunreinigen|pollute
1:9	Und|and Gott|God gab|put Daniel|Daniel daß|that ihm|him der|face oberste|prince Kämmerer|eunuch günstig|mercy und|and gnädig|mercy ward|was
1:10	Derselbe|prince sprach|said zu|to ihm|Daniel Ich|I fürchte|fear mich|me vor|before meinem|my Herrn|LORD dem|the König|royal der|the euch|you eure|your Speise|meat und|and Trank|feast bestimmt|APPOINTED hat|number wo|where er|he würde|would sehen|see daß|that eure|your Angesichter|face jämmerlicher|wroth wären|were denn|for der|the andern|another Knaben|child eures|head Alters|rejoice so|then brächtet|WOULD-BRING ihr|you mich|me bei|with dem|the König|royal um|for mein|my Leben|make endanger.chûwb
