1:1	Simon|Simeon Petrus|Peter ein|a Knecht|servant und|also Apostel|[Apostel] Jesu|Jesus Christi|Christ denen|them die|the mit|with uns|us ebendenselben|[ebendenselben] teuren|famine Glauben|faith überkommen|[überkommen] haben|obtain in|by der|the Gerechtigkeit|righteousness die|the unser|our Gott|god gibt|gives und|also der|the Heiland|Saviour Jesus|Jesus Christus|Christ
1:2	Gott|God gebe|multiply euch|you viel|multiply Gnade|grace und|also Frieden|peace durch|by die|the Erkenntnis|knowledge Gottes|god und|also Jesu|Jesus Christi|[Christi] unsers|our HERRN|Lord
1:3	Nachdem|as allerlei|all seiner|his göttlichen|divine Kraft|power was|what zum|unto Leben|life und|also göttlichen|God Wandel|godliness dient|[dient] uns|us geschenkt|[geschenkt] ist|give durch|by die|the Erkenntnis|knowledge des|of-the der|the uns|us berufen|[berufen] hat|call durch|by seine|his Herrlichkeit|glory und|also Tugend|[Tugend]
1:4	durch|by welche|which uns|us die|the teuren|precious und|also allergrößten|[allergrößten] Verheißungen|[Verheißungen] geschenkt|[geschenkt] sind|give nämlich|namely daß|that ihr|you dadurch|by teilhaftig|partaker werdet|be der|the göttlichen|divine Natur|nature so|then ihr|you fliehet|[fliehet] die|by vergängliche|corruption Lust|lust der|by Welt|world
1:5	so|then wendet|turns allen|all euren|your Fleiß|diligence daran|by-this und|and reichet|minister dar|by in|in eurem|your Glauben|faith Tugend|[Tugend] und|and in|by der|the Tugend|[Tugend] Erkenntnis|knowledge
1:6	und|and in|by der|the Erkenntnis|knowledge Mäßigkeit|temperance und|and in|by der|the Mäßigkeit|temperance Geduld|patience und|and in|by der|the Geduld|patience Gottseligkeit|godliness
1:7	und|and in|by der|the Gottseligkeit|godliness brüderliche|[brüderliche] Liebe|brotherly love und|and in|by der|the brüderlichen|[brüderlichen] Liebe|brotherly love allgemeine|[allgemeine] Liebe|my
1:8	Denn|and wo|where solches|these reichlich|abound bei|with euch|you ist|be wird|will s|[s] euch|you nicht|no faul|[faul] noch|neither unfruchtbar|barren sein|his lassen|make in|into der|the Erkenntnis|knowledge unsers|our HERRN|Lord Jesu|Jesus Christi|Christ
1:9	welcher|which aber|and solches|these nicht|not hat|come der|the ist|is blind|blind und|and tappt|[tappt] mit|with der|the Hand|hand und|and vergißt|receive die|the Reinigung|cleansing seiner|his vorigen|old Sünden|sins
1:10	Darum|wherefore liebe|my Brüder|brothers tut|endeavour desto|[desto] mehr|more Fleiß|endeavour eure|your Berufung|calling und|also Erwählung|election festzumachen|[festzumachen] denn|and wo|where ihr|you solches|these tut|do werdet|will ihr|you nicht|not straucheln|offend
1:11	und|and also|so wird|will euch|you reichlich|richly dargereicht|[dargereicht] werden|minister der|the Eingang|coming zu|into dem|the ewigen|everlasting Reich|rich unsers|our HERRN|Lord und|also Heilandes|Saviour Jesu|Jesus Christi|Christ
1:12	Darum|wherefore will|will ich|I s|[s] nicht|no lassen|let euch|you allezeit|[allezeit] daran|of zu|to erinnern|remember wiewohl|though ihr|you s|[s] wisset|know und|also gestärkt|[gestärkt] seid|stablish in|by der|the gegenwärtigen|come Wahrheit|faithfulness
1:13	Ich|and achte|[achte] es|count für|for billig|righteous solange|on ich|I in|by dieser|this Hütte|tabernacle bin|am euch|you zu|to erinnern|awake und|and zu|by erwecken|[erwecken]
1:14	denn|for ich|I weiß|know daß|that ich|I meine|my Hütte|tabernacle bald|quickly ablegen|[ablegen] muß|must wie|as mir|me denn|for auch|also unser|our HERR|Lord Jesus|Jesus Christus|Christ eröffnet|[eröffnet] hat|declare
1:15	Ich|I will|endeavour aber|and Fleiß|[Fleiß] tun|endeavour daß|that ihr|you allezeit|[allezeit] nach|with meinem|my Abschied|decease solches|these im|in-the Gedächtnis|[Gedächtnis] halten|do könnt|have
1:16	Denn|and wir|we sind|are nicht|no klugen|[klugen] Fabeln|fable gefolgt|[gefolgt] da|then wir|we euch|you kundgetan|made-known haben|declare die|the Kraft|power und|also Zukunft|coming unsers|our HERRN|Lord Jesus|Jesus Christus|Christ sondern|but wir|we haben|have seine|that Herrlichkeit|magnificence selber|[selber] gesehen|seen
1:17	da|and er|he empfing|receive von|of Gott|god dem|the Vater|Father Ehre|honour und|also Preis|glory durch|through eine|a Stimme|voice die|the zu|to ihm|him geschah|bring von|of der|the großen|great Herrlichkeit|glory “|[“] Dies|this ist|is mein|my lieber|more Sohn|son an|into dem|which ich|I Wohlgefallen|[Wohlgefallen] habe|please ”|[”]
1:18	Und|also diese|this Stimme|voice haben|have wir|we gehört|heard vom|of Himmel|heaven geschehen|bring da|then wir|we mit|with ihm|him waren|being auf|by dem|the heiligen|[heiligen] Berge|mountain
1:19	Und|also wir|we haben|have desto|[desto] fester|[fester] das|the prophetische|of prophecy Wort|word und|and ihr|you tut|do wohl|well daß|that ihr|you darauf|which achtet|beware als|as auf|on ein|a Licht|candle das|the da|then scheint|appear in|by einem|a dunklen|[dunklen] Ort|place bis|till der|the Tag|day anbreche|[anbreche] und|also der|the Morgenstern|[Morgenstern] aufgehe|[aufgehe] in|by euren|your Herzen|heart
1:20	Und|and das|this sollt|shall ihr|you für|for das|the Erste|first wissen|know daß|that keine|no Weissagung|prophecy in|in der|the Schrift|scripture geschieht|be aus|from eigener|privately Auslegung|[Auslegung]
1:21	Denn|and es|it ist|sometimes noch|no nie|sometimes eine|a Weissagung|prophecy aus|from menschlichem|[menschlichem] Willen|will hervorgebracht|bring sondern|but die|the heiligen|[heiligen] Menschen|man Gottes|god haben|have geredet|speak getrieben|bring von|of dem|the heiligen|[heiligen] Geist|Spirit
2:1	Es|and waren|be auch|also falsche|[falsche] Propheten|false prophet unter|by dem|the Volk|people wie|as auch|also unter|by euch|you sein|his werden|be falsche|[falsche] Lehrer|[Lehrer] die|which nebeneinführen|[nebeneinführen] werden|be verderbliche|[verderbliche] Sekten|[Sekten] und|also verleugnen|[verleugnen] den|the HERRN|Lord der|the sie|they erkauft|bought hat|has und|and werden|bring über|over sich|himself selbst|himself herbeiführen|bring eine|a schnelle|[schnelle] Verdammnis|[Verdammnis]
2:2	Und|also viele|many werden|be nachfolgen|[nachfolgen] ihrem|her Verderben|destroy um|by welcher|which willen|by wird|will der|the Weg|way der|the Wahrheit|faithfulness verlästert|[verlästert] werden|be
2:3	Und|also durch|by Geiz|covetousness mit|with erdichteten|[erdichteten] Worten|word werden|buy and sell sie|they an|to euch|you Gewinn|[Gewinn] suchen|buy and sell welchen|which das|the Urteil|judgment von|from lange|long her|here nicht|no säumig|[säumig] ist|is und|also ihre|their Verdammnis|[Verdammnis] schläft|slumber nicht|no
2:4	Denn|and Gott|god hat|has die|the Engel|angel die|the gesündigt|sinned haben|have nicht|no verschont|spare sondern|but hat|has sie|they mit|with Ketten|[Ketten] der|the Finsternis|darkness zur|to-the Hölle|[Hölle] verstoßen|[verstoßen] und|and übergeben|deliver daß|that sie|they zum|into Gericht|judgment behalten|keep werden|keep
2:5	und|also hat|spare nicht|no verschont|spare die|the vorige|[vorige] Welt|world sondern|but bewahrte|keep Noah|Noe den|the Prediger|[Prediger] der|the Gerechtigkeit|righteousness selbacht|eighth und|and führte|bring die|the Sintflut|flood über|over die|the Welt|world der|the Gottlosen|wicked
2:6	und|also hat|has die|the Städte|city Sodom|Sodom und|also Gomorra|Gomorrha zu|to Asche|ashes gemacht|made umgekehrt|[umgekehrt] und|and verdammt|condemn damit|thus ein|a Beispiel|example gesetzt|lay den|the Gottlosen|wicked die|the hernach|afterwards kommen|come würden|shall
2:7	und|also hat|has erlöst|deliver den|the gerechten|righteous Lot|Lot welchem|whomever die|the schändlichen|[schändlichen] Leute|men alles|all Leid|mourning taten|oppress mit|of ihrem|her unzüchtigen|[unzüchtigen] Wandel|[Wandel]
2:8	denn|and dieweil|since er|he gerecht|righteous war|was und|and unter|by ihnen|them wohnte|lived daß|that er|he s|[s] sehen|see und|also hören|hears mußte|had-to quälten|[quälten] sie|they die|the gerechte|righteous Seele|soul von|from Tag|day zu|of Tage|day mit|with ihren|their ungerechten|[ungerechten] Werken|work
2:9	Der|the HERR|Lord weiß|know die|the Gottseligen|devout aus|of der|the Versuchung|temptation zu|to erlösen|deliver die|the Ungerechten|[Ungerechten] aber|and zu|to behalten|keep zum|into Tage|day des|of-the Gerichts|judgment sie|they zu|to peinigen|punish
2:10	allermeist|specially aber|and die|the so|then da|then wandeln|go nach|after dem|the Fleisch|flesh in|by der|the unreinen|unclean Lust|lust und|also die|the Herrschaft|dominion verachten|despise frech|[frech] eigensinnig|[eigensinnig] nicht|no erzittern|tremble die|the Majestäten|glory zu|to lästern|[lästern]
2:11	so|where doch|please die|the Engel|angel die|the größere|greater Stärke|strength und|also Macht|power haben|being kein|no lästerlich|[lästerlich] Urteil|judgment wider|after sie|they fällen|bring vor|of dem|the HERRN|Lord
2:12	Aber|and sie|this sind|are wie|as die|the unvernünftigen|[unvernünftigen] Tiere|beast die|the von|from Natur|natural dazu|also geboren|born sind|begat daß|into sie|they gefangen|taken-captive und|also geschlachtet|[geschlachtet] werden|corruption lästern|[lästern] davon|by sie|they nichts|nothing wissen|know und|and werden|be in|by ihrem|her verderblichen|[verderblichen] Wissen|corruption umkommen|[umkommen]
2:13	und|and den|the Lohn|reward der|the Ungerechtigkeit|[Ungerechtigkeit] davonbringen|receive Sie|they achten|count für|for Wollust|pleasure das|the zeitliche|by Wohlleben|delicately sie|they sind|are Schandflecken|defile und|also Laster|[Laster] prangen|[prangen] von|by euren|your Almosen|[Almosen] prassen|feastwith mit|with dem|the Euren|you
2:14	haben|have Augen|eye voll|full Ehebruchs|adulterous lassen|let sich|himself die|the Sünde|sin nicht|not wehren|refuse locken|[locken] an|to sich|himself die|the leichtfertigen|[leichtfertigen] Seelen|soul haben|have ein|a Herz|heart durchtrieben|exercise mit|with Geiz|covetousness verfluchte|curse Leute|child
2:15	Sie|they haben|have verlassen|leave den|the richtigen|straight Weg|way und|and gehen|go irre|deceive und|and folgen|follow nach|after dem|the Wege|way Bileams|[Bileams] des|of-the Sohnes|son Beors|of-Beor welcher|which liebte|[liebte] den|the Lohn|reward der|the Ungerechtigkeit|[Ungerechtigkeit]
2:16	hatte|have aber|and eine|a Strafe|[Strafe] seiner|privately Übertretung|[Übertretung] das|the stumme|[stumme] lastbare|[lastbare] Tier|animal redete|speak mit|by Menschenstimme|[Menschenstimme] und|and wehrte|forbid des|of-the Propheten|prophet Torheit|outrage
2:17	Das|this sind|are Brunnen|fountain ohne|without Wasser|water und|and Wolken|cloud vom|of Windwirbel|storm umgetrieben|row welchen|which behalten|keep ist|keep eine|a dunkle|darkness Finsternis|darkness in|into Ewigkeit|[Ewigkeit]
2:18	Denn|and sie|they reden|speak stolze|[stolze] Worte|vanity dahinter|[dahinter] nichts|nothing ist|great swelling und|and reizen|[reizen] durch|by Unzucht|lust zur|to-the fleischlichen|flesh Lust|delighted diejenigen|[diejenigen] die|the recht|indeed entronnen|escaped waren|were denen|them die|the im|by Irrtum|error wandeln|[wandeln]
2:19	und|and verheißen|promise ihnen|them Freiheit|liberty ob|whether sie|they wohl|well selbst|itself Knechte|servant des|of-the Verderbens|corruption sind|be Denn|and von|from wem|which jemand|certain überwunden|[überwunden] ist|is des|this Knecht|servant ist|given er|also geworden|given
2:20	Denn|and so|if sie|they entflohen|[entflohen] sind|are dem|the Unflat|[Unflat] der|the Welt|world durch|by die|the Erkenntnis|knowledge des|of-the HERRN|Lord und|also Heilandes|Saviour Jesu|Jesus Christi|Christ werden|be aber|and wiederum|again in|in denselben|these verflochten|[verflochten] und|and überwunden|[überwunden] ist|is mit|with ihnen|them das|the Letzte|last ärger|worse geworden|be denn|for das|the Erste|first
2:21	Denn|and es|it wäre|was ihnen|them besser|better daß|that sie|they den|the Weg|way der|the Gerechtigkeit|righteousness nicht|not erkannt|known hätten|know als|or daß|that sie|they erkennen|know und|and sich|himself kehren|turn von|of dem|the heiligen|[heiligen] Gebot|commandment das|the ihnen|them gegeben|given ist|deliver
2:22	Es|and ist|happen ihnen|them widerfahren|happen das|which wahre|[wahre] Sprichwort|proverb “Der|[“Der] Hund|dog frißt|[frißt] wieder|turn was|what er|privately gespieen|[gespieen] hat|has ”|[”] und|also “Die|[“Die] Sau|[Sau] wälzt|wash sich|himself nach|into der|the Schwemme|[Schwemme] wieder|back im|in-the Kot|[Kot] ”|[”]
3:1	Dies|this ist|is der|the zweite|second Brief|epistle den|the ich|I euch|you schreibe|write ihr|you Lieben|[Lieben] in|by welchem|which ich|I euch|by erinnere|[erinnere] und|and erwecke|awake euren|your lautern|sincere Sinn|mind
3:2	daß|that ihr|you gedenket|[gedenket] an|remember die|the Worte|word die|the euch|you zuvor|former gesagt|said sind|foretell von|of den|the heiligen|[heiligen] Propheten|prophet und|also an|to unser|our Gebot|commandment die|the wir|we sind|are Apostel|[Apostel] des|of-the HERRN|Lord und|also Heilandes|Saviour
3:3	Und|this wisset|know aufs|to-the erste|first daß|that in|on den|the letzten|last Tagen|day kommen|come werden|come Spötter|mockers die|the nach|after ihren|their eigenen|privately Lüsten|lust wandeln|go
3:4	und|also sagen|speak Wo|where ist|is die|the Verheißung|promise seiner|his Zukunft|coming denn|and nachdem|when die|the Väter|Father entschlafen|[entschlafen] sind|sleep bleibt|continue es|it alles|all wie|so es|it von|from Anfang|beginning der|the Kreatur|creature gewesen|been ist|is
3:5	Aber|and aus|from Mutwillen|desire wollen|will sie|they nicht|not wissen|unawares daß|that der|the Himmel|heaven vorzeiten|[vorzeiten] auch|also war|was dazu|also die|the Erde|earth aus|of Wasser|water und|also im|by Wasser|water bestanden|commend durch|through Gottes|god Wort|word
3:6	dennoch|[dennoch] ward|was zu|to der|the Zeit|then die|the Welt|earth durch|by die|which dieselben|world mit|with der|the Sintflut|water verderbt|corrupt
3:7	Also|and auch|also der|the Himmel|heaven der|the jetztund|now ist|is und|also die|the Erde|earth werden|are durch|through sein|his Wort|word gespart|lay up daß|that sie|they zum|as-a Feuer|fire behalten|keep werden|keep auf|into den|the Tag|day des|of-the Gerichts|judgment und|also der|the Verdammnis|[Verdammnis] der|the gottlosen|wicked Menschen|man
