1:1	Wie|as liegt|dwell die|the Stadt|town so|then wüst|formless die|the voll|many Volks|nation war|was Sie|they ist|is wie|as eine|a Witwe|widow die|the Fürstin|many unter|under den|the Heiden|nation und|and die|the eine|a Königin|lady in|in den|the Ländern|province war|was muß|must nun|now dienen|tribute
1:2	Sie|they weint|weep des|of-the Nachts|night daß|that ihr|you die|the Tränen|tear über|over die|the Wangen|CHEEKS laufen|cheek es|it ist|is niemand|comfort unter|under allen|all ihren|their Freunden|FRIENDS der|the sie|they tröstet|comfort alle|all ihre|their Nächsten|neighbour sind|are ihr|you untreu|UNFAITHFUL und|and ihre|their Feinde|enemies geworden|become
1:3	Juda|Judah ist|is gefangen|uncover in|in Elend|affliction und|and schwerem|multitude Dienst|service sie|they wohnt|dwell unter|under den|the Heiden|nation und|and findet|find keine|no Ruhe|rest alle|all ihre|their Verfolger|pursue halten|overtake sie|they übel|pains
1:4	Die|the Straßen|way gen|to Zion|Zion liegen|remain wüst|formless weil|because niemand|no-one auf|on ein|a Fest|congregation kommt|comes alle|all ihre|their Tore|gate stehen|standing öde|desolate ihre|their Priester|priest seufzen|SIGH ihre|their Jungfrauen|virgin sehen|see jämmerlich|afflict und|and sie|they ist|is betrübt|bitterness
1:5	Ihre|their Widersacher|enemy schweben|HOVER empor|head ihren|their Feinden|enemies geht|goes s|IT wohl|prosper denn|for der|the HERR|GOD hat|has sie|they voll|filled-with Jammers|SORROW gemacht|afflict um|multitude ihrer|transgression großen|multitude Sünden|sins willen|transgression und|and ihre|their Kinder|children sind|go gefangen|captivity vor|face dem|the Feinde|enemy hin|away gezogen|go
1:6	Es|it ist|is von|from der|the Tochter|daughter Zion|Zion aller|all Schmuck|glory dahin|bring Ihre|their Fürsten|prince sind|are wie|as die|the Widder|ram die|the keine|no Weide|pasture finden|find und|and matt|strength vor|face dem|the Treiber|pursue her|here gehen|go
1:7	Jerusalem|Jerusalem denkt|remember in|in dieser|this Zeit|time wie|as elend|affliction und|and verlassen|leave sie|they ist|misery und|and wie|as viel|many Gutes|variant sie|they von|from alters|east her|time gehabt|had hat|has weil|because all|all ihr|you Volk|nation darniederliegt|fall unter|by dem|the Feinde|enemy und|and ihr|you niemand|no-one hilft|help ihre|their Feinde|enemy sehen|see ihre|their Lust|delighted an|to ihr|see und|and spotten|play ihrer|their Sabbate|SABBATHS
1:8	Jerusalem|Jerusalem hat|has sich|sin versündigt|sin darum|therefore muß|must sie|they sein|his wie|as ein|a unrein|removed Weib|wife Alle|all die|the sie|they ehrten|honour verschmähen|DESPISE sie|they jetzt|lavish weil|because sie|they ihre|their Blöße|nakedness sehen|see sie|they aber|but seufzt|SIGHS und|and hat|has sich|himself abgewendet|return
1:9	Ihr|you Unflat|uncleanness klebt|CLINGS an|to ihrem|her Saum|hem sie|they hätte|had nicht|not gemeint|remember daß|that es|it ihr|you zuletzt|last so|then gehen|go würde|would Sie|they ist|is ja|yes zu|to greulich|wonder heruntergestoßen|descend und|and hat|has dazu|also niemand|no-one der|the sie|they tröstet|comfort Ach|oh HERR|GOD siehe|see an|to mein|my Elend|affliction denn|for der|the Feind|hated prangt|EXALTS sehr|magnify
1:10	Der|the Feind|enemy hat|has seine|his Hand|by an|to alle|all ihre|their Kleinode|pleasant gelegt|spread denn|for sie|they mußte|had-to zusehen|see daß|that die|the Heiden|nation in|in ihr|you Heiligtum|sanctuary gingen|went von|from denen|them du|you geboten|commanded hast|command sie|congregation sollen|shall nicht|not in|in die|the Gemeinde|congregation kommen|come
1:11	All|all ihr|you Volk|nation seufzt|SIGHS und|and geht|goes nach|seek Brot|bread sie|pleasant geben|put ihre|their Kleinode|pleasant um|for Speise|food daß|that sie|they die|the Seele|soul laben|return Ach|oh HERR|GOD sieh|see doch|see und|and schaue|look wie|as schnöde|VILE ich|I geworden|become bin|vile
1:12	Euch|you sage|say ich|I allen|all die|the ihr|way vorübergeht|pass Schauet|LOOK doch|look und|and sehet|see ob|whether irgend|is ein|a Schmerz|sorrow sei|is wie|as mein|my Schmerz|sorrow der|the mich|me getroffen|BEFALLEN hat|glean denn|for der|the HERR|GOD hat|has mich|me voll|filled-with Jammers|SORROW gemacht|afflict am|on-the Tage|time seines|his grimmigen|fierce Zorns|WRATH
1:13	Er|he hat|has ein|a Feuer|fire aus|from der|the Höhe|high in|in meine|my Gebeine|bone gesandt|send und|and es|it lassen|let walten|rule Er|he hat|has meinen|my Füßen|feet ein|a Netz|net gestellt|spread und|and mich|me zurückgeprellt|return er|he hat|has mich|me zur|to-the Wüste|desolate gemacht|put daß|that ich|I täglich|time trauern|MOURN muß|faint
1:14	Meine|yoke schweren|HEAVY Sünden|transgression sind|bound durch|through seine|his Strafe|by erwacht|bound und|and in|in Haufen|wreathed mir|me auf|on den|the Hals|neck gekommen|offer daß|that mir|me alle|all meine|my Kraft|strength vergeht|fall Der|the Herr|LORD hat|has mich|me also|by zugerichtet|put daß|that ich|could nicht|not aufkommen|arise kann|could
1:15	Der|the Herr|LORD hat|has zertreten|valued alle|all meine|my Starken|mighty die|the ich|I hatte|among er|he hat|congregation über|over mich|call ein|a Fest|congregation ausrufen|proclaimed lassen|call meine|my junge|young Mannschaft|WARRIORS zu|to verderben|break Der|the Herr|LORD hat|winepress der|the Jungfrau|virgin Tochter|daughter Juda|Judah die|the Kelter|winepress getreten|tread
1:16	Darum|therefore weine|WEEP ich|I so|weep und|and meine|eye beiden|two Augen|eye fließen|descend mit|with Wasser|water daß|that der|the Tröster|comfort der|the meine|my Seele|soul sollte|would erquicken|return fern|distance von|from mir|me ist|remove Meine|my Kinder|CHILDREN sind|are dahin|desolate denn|for der|the Feind|hated hat|has die|the Oberhand|UPPER-HAND gekriegt|prevail
1:17	Zion|Zion streckt|spread ihre|their Hände|by aus|spread und|and ist|is doch|please niemand|comfort der|the sie|they tröste|COMFORT denn|for der|the HERR|GOD hat|Jacob rings|ROUND-ABOUT um|circuits Jakob|Jacob her|circuits seinen|his Feinden|enemy geboten|command daß|that Jerusalem|Jerusalem muß|must zwischen|between ihnen|them sein|his wie|as ein|a unrein|separation Weib|wife
1:18	Der|the HERR|GOD ist|is gerecht|righteous denn|for ich|I bin|am seinem|his Munde|mouth ungehorsam|REBELLIOUS gewesen|rebel Höret|hear alle|all Völker|nation schauet|see meinen|my Schmerz|sorrow Meine|my Jungfrauen|virgin und|and Jünglinge|young-men sind|are ins|into-the Gefängnis|captivity gegangen|go
1:19	Ich|I rief|call meine|my Freunde|friend an|call aber|but sie|they haben|have mich|me betrogen|deceived Meine|my Priester|priest und|and Ältesten|elders in|in der|the Stadt|town sind|are verschmachtet|PERISHED denn|for sie|they gehen|seek nach|after Brot|bread damit|thus sie|they ihre|their Seele|soul laben|return
1:20	Ach|oh Herr|GOD siehe|behold doch|see wie|as bange|distressed ist|is mir|enemy daß|that mir|me s|IT im|in-the Leibe|bowels davon|from-which weh|PAIN tut|troubled Mein|my Herz|heart wallt|turn mir|rebel in|in meinem|my Leibe|among weil|because ich|I so|then gar|rebel ungehorsam|REBELLIOUS gewesen|been bin|rebel Draußen|without hat|has mich|me das|the Schwert|sword und|and im|in-the Hause|household hat|has mich|me der|the Tod|death zur|to-the Witwe|widow gemacht|bereave
1:21	Man|one hört|hear s|IT wohl|hear daß|that ich|I seufze|SIGH und|and habe|have doch|please keinen|no Tröster|comfort alle|all meine|my Feinde|enemies hören|hear mein|my Unglück|evil und|and freuen|REJOICE sich|rejoice das|the machst|MAKE du|make So|then laß|let doch|please den|the Tag|time kommen|come den|the du|you ausrufest|call daß|that es|it ihnen|them gehen|go soll|shall wie|according to mir|me
1:22	Laß|let alle|all ihre|their Bosheit|evil vor|before dich|face kommen|come und|and richte|glean sie|they zu|to wie|as du|you mich|glean um|for aller|all meiner|my Missetat|transgression willen|transgression zugerichtet|made hast|glean denn|for meines|my Seufzens|SIGHING ist|is viel|many und|and mein|my Herz|heart ist|is betrübt|bitter
2:1	Wie|as hat|has der|the Herr|LORD die|the Tochter|daughter Zion|Zion mit|with seinem|his Zorn|anger überschüttet|cover with a cloud.ʻûwb Er|he hat|has die|the Herrlichkeit|glory Israels|Israelites vom|from-the Himmel|heaven auf|on die|the Erde|earth geworfen|cast er|he hat|stool.hădôm nicht|not gedacht|remember an|to seinen|his Fußschemel|stool.hădôm am|on-the Tage|time seines|his Zorns|WRATH
2:2	Der|the Herr|LORD hat|has alle|all Wohnungen|habitations Jakobs|Jacob ohne|without Barmherzigkeit|pity vertilgt|destroy er|he hat|has die|the Festen|hold der|the Tochter|daughter Juda|Judah abgebrochen|overthrow in|in seinem|his Grimm|wrath und|and geschleift|touch er|he hat|kingdom entweiht|begin beide|both ihr|you Königreich|kingdom und|and ihre|their Fürsten|prince
2:3	Er|he hat|fierce alle|all Hörner|horn Israels|Israelites in|in seinem|his grimmigen|fierce Zorn|anger zerbrochen|asunder er|he hat|has seine|his rechte|right Hand|hand hinter|behind sich|himself gezogen|return da|face der|the Feind|hated kam|face und|and hat|has in|in Jakob|Jacob ein|flame Feuer|fire angesteckt|burn das|the umher|circuits verzehrt|have-eaten
2:4	Er|he hat|has seinen|his Bogen|bow gespannt|tread wie|as ein|a Feind|hated seine|his rechte|right Hand|hand hat|has er|he geführt|stand wie|as ein|a Widersacher|enemy und|and hat|has erwürgt|slay alles|all was|what lieblich|pleasant anzusehen|to-the-sight war|eye und|and seinen|his Grimm|fury wie|as ein|a Feuer|fire ausgeschüttet|shed in|in der|the Hütte|tent der|the Tochter|daughter Zion|Zion
2:5	Der|the Herr|LORD ist|is gleich|like wie|as ein|a Feind|hated er|he hat|Israelites vertilgt|destroy Israel|Israelites er|he hat|has vertilgt|destroy alle|all ihre|their Paläste|PALACES und|and hat|has die|the Festen|hold verderbt|destroy er|he hat|has der|the Tochter|daughter Juda|Judah viel|many Klagens|heaviness und|and Leides|SORROW gemacht|multiply
2:6	Er|he hat|has sein|his Gezelt|tabernacle zerwühlt|violated wie|as einen|a Garten|garden und|and seine|his Wohnung|congregation verderbt|destroy der|the HERR|GOD hat|has zu|to Zion|Zion Feiertag|congregation und|and Sabbat|sabbath lassen|let vergessen|forget und|and in|in seinem|his grimmigen|indignation Zorn|anger König|royal und|and Priester|priest schänden|DISHONOR lassen|despise
2:7	Der|the Herr|LORD hat|has seinen|his Altar|altar verworfen|cast away und|and sein|his Heiligtum|sanctuary entweiht|abhorred er|he hat|has die|the Mauern|wall ihrer|their Paläste|PALACES in|in des|of-the Feindes|ENEMY'S Hände|by gegeben|shut daß|that sie|they im|in-the Hause|household des|of-the Herrn|GOD geschrieen|voice haben|put wie|as an|time einem|a Feiertag|congregation
2:8	Der|the HERR|GOD hat|has gedacht|count zu|to verderben|destroy die|the Mauer|wall der|the Tochter|daughter Zion|Zion er|he hat|has die|the Richtschnur|line darübergezogen|incline und|and seine|his Hand|by nicht|not abgewendet|return bis|until er|he sie|they vertilgte|destroy die|the Zwinger|wall stehen|together kläglich|MOURNFULLY und|and die|the Mauer|wall liegt|lies jämmerlich|PITIFULLY
2:9	Ihre|their Tore|gate liegen|remain tief|sink in|in der|the Erde|earth er|he hat|has die|the Riegel|bar zerbrochen|BROKEN und|break zunichte|DESTROYED gemacht|made Ihr|you König|royal und|and ihre|their Fürsten|prince sind|are unter|under den|the Heiden|nation wo|where sie|they das|the Gesetz|instructions nicht|law üben|PRACTICE können|find und|and ihre|their Propheten|prophet kein|no Gesicht|vision vom|from-the HERRN|GOD haben|have
2:10	Die|the Ältesten|elders der|the Tochter|daughter Zion|Zion liegen|dwell auf|on der|the Erde|earth und|and sind|are still|silence sie|they werfen|offer Staub|dust auf|on ihre|their Häupter|head und|and haben|have Säcke|sackcloth angezogen|gird die|the Jungfrauen|virgin von|from Jerusalem|Jerusalem hängen|descend ihr|you Häupter|head zur|to-the Erde|earth
2:11	Ich|I habe|have schier|consume meine|my Augen|eye ausgeweint|consume daß|that mir|me mein|my Leib|bowels davon|from-which wehe|PAIN tut|troubled meine|my Leber|liver ist|is auf|on die|the Erde|earth ausgeschüttet|shed über|over den|the Jammer|destruction der|the Tochter|daughter meines|my Volkes|nation da|then die|the Säuglinge|children und|and Unmündigen|suck auf|on den|the Gassen|street in|in der|the Stadt|city verschmachteten|overwhelmed
2:12	da|then sie|they so|then zu|to ihren|their Müttern|MOTHERS sprachen|said Wo|where ist|is Brot|corn und|and Wein|wine da|then sie|they auf|on den|the Gassen|street in|in der|the Stadt|town verschmachteten|overwhelmed wie|as die|the tödlich|MORTALLY Verwundeten|slay und|soul in|in den|the Armen|bosom ihrer|their Mütter|wombs den|the Geist|soul aufgaben|shed
2:13	Ach|oh du|you Tochter|daughter Jerusalem|Jerusalem wem|what soll|shall ich|I dich|you vergleichen|like und|and wofür|WHEREFORE soll|shall ich|I dich|you rechnen|testify Du|you Jungfrau|virgin Tochter|daughter Zion|Zion wem|to-whom soll|shall ich|I dich|you vergleichen|laid damit|thus ich|I dich|you trösten|bring-relief möchte|comfort Denn|for dein|your Schaden|destruction ist|is groß|great wie|as ein|a Meer|sea wer|who kann|can dich|you heilen|heal
