1:1	Im|in-the achten|eighth Monat|month des|of-the zweiten|two Jahres|year des|of-the Königs|King Darius|Darius geschah|be thou das|the Wort|word des|of-the HERR|GOD zu|to Sacharja|Zachariah dem|the Sohn|old Berechjas|Berechiah des|of-the Sohnes|old Iddos|Iddo dem|the Propheten|prophet und|and sprach|said
1:2	Der|the HERR|GOD ist|wrath zornig|angry gewesen|wroth über|above eure|your Väter|fathers
1:3	Und|and sprich|say zu|to ihnen|them So|also spricht|it-is-said der|the HERR|GOD Zebaoth|host Kehret|[Kehret] euch|return zu|to mir|me spricht|saith der|the HERR|GOD Zebaoth|host so|then will|will ich|I mich|me zu|to euch|you kehren|return spricht|it-is-said der|the HERR|GOD Zebaoth|host
1:4	Seid|be thou nicht|not wie|as eure|your Väter|fathers welchen|whom die|the vorigen|first Propheten|prophet predigten|call und|and sprachen|said So|also spricht|it-is-said der|the HERR|GOD Zebaoth|host Kehret|[Kehret] euch|return von|stringed instrument euren|your bösen|evil Wegen|way und|and von|from eurem|your bösen|evil Tun|doings aber|but sie|they gehorchten|hear nicht|not und|and achteten|hearken nicht|not auf|on mich|me spricht|saith der|the HERR|GOD
1:5	Wo|where sind|are nun|walk eure|your Väter|fathers Und|and die|the Propheten|prophet leben|live sie|they auch|also noch|ever
1:6	Ist|is s|[s] aber|but nicht|not also|so daß|that meine|my Worte|word und|and meine|my Rechte|statute die|the ich|I durch|through meine|my Knechte|servant die|the Propheten|prophet gebot|command haben|have eure|your Väter|fathers getroffen|overtake daß|that sie|they haben|have müssen|must umkehren|return und|and sagen|say Gleichwie|like der|the HERR|GOD Zebaoth|host vorhatte|thought uns|us zu|to tun|make wie|as wir|we gingen|way und|and taten|doings also|prepare hat|has er|he uns|us auch|also getan|make
1:7	Am|on-the vierundzwanzigsten|[vierundzwanzigsten] Tage|time des|of-the elften|bright Monats|month welcher|he ist|two der|the Monat|month Sebat|Sebat im|in-the zweiten|two Jahr|year des|of-the Königs|King Darius|Darius geschah|be thou das|the Wort|word des|of-the HERRN|GOD zu|to Sacharja|Zachariah dem|the Sohn|old Berechjas|Berechiah des|of-the Sohnes|old Iddos|Iddo dem|the Propheten|prophet und|and sprach|said
1:8	Ich|I sah|see bei|with der|the Nacht|night und|and siehe|behold ein|a Mann|man saß|ride auf|above einem|a roten|scarlet Pferde|horse und|and er|he hielt|stood unter|under den|the Myrten|myrtle in|in der|the Aue|bottom und|and hinter|behind ihm|him waren|were rote|red braune|speckled und|and weiße|white Pferde|horse
1:9	Und|and ich|I sprach|said Mein|my HERR|LORD wer|what sind|are diese|these Und|and der|the Engel|angel der|the mit|with mir|me redete|speak sprach|said zu|to mir|me Ich|I will|will dir|you zeigen|see wer|what diese|these sind|walk
1:10	Und|answer der|the Mann|man der|the unter|under den|the Myrten|myrtle hielt|stood antwortete|answer und|and sprach|said Diese|these sind|are es|it die|the der|the HERR|GOD ausgesandt|sent hat|send die|the Erde|earth zu|to durchziehen|go
